Unnamed: 0,Name des Unternehmens,"Anzahl der Mitarbeiter 
Letztes verf. Jahr",Adresse,Postleitzahl,Ort,Region,Land,Länderkürzel,Full Address,Latitude,Longitude,Country
992.0,STORD HYDROGEN AS,0,LØNNINGSÅSEN 2,5417,STORD,Stord,Norwegen,NO,"LØNNINGSÅSEN 2, 5417, Stord, Norwegen",59.7810676,5.4972722,Norway
993.0,SYDKRAFT HYDROGEN AB,n.v.,BOX 94,201 20,MALMÖ,Skåne,Schweden,SE,"BOX 94, 201 20, Skåne, Schweden",20.990585,-89.632295,Sweden
994.0,TECO2030 POWER SYSTEMS AS,0,TEKNOLOGIVEIEN 6,8517,NARVIK,Narvik,Norwegen,NO,"TEKNOLOGIVEIEN 6, 8517, Narvik, Norwegen",68.4467448,17.4493768,Norway
995.0,ТЕГАС,n.v.,УЛ. МИЧУРИНА Д. 41Б,353201,СТ-ЦА ДИНСКАЯ,Краснодарский край,Russische Föderation,RU,"УЛ. МИЧУРИНА Д. 41Б, 353201, Краснодарский край, Russische Föderation",45.18797455,39.236288825081935,Russia
996.0,TERRITOIRES X LHYFE,n.v.,1 T MAIL PABLO PICASSO,44000,NANTES,Loire-Atlantique,Frankreich,FR,"1 T MAIL PABLO PICASSO, 44000, Loire-Atlantique, Frankreich",47.217073,-1.532056,France
997.0,THD TURQUOISE HYDROGEN DEVELOPMENT AB,n.v.,"C/O ANDERS EDSTRÖM, FLYGELVÄGEN 93",224 72,LUND,Skåne,Schweden,SE,"C/O ANDERS EDSTRÖM, FLYGELVÄGEN 93, 224 72, Skåne, Schweden",55.7129654,13.2425056,Sweden
998.0,VALLEE SUD HYDROGENE,n.v.,28 RUE DE LA REDOUTE,92260,FONTENAY AUX ROSES,Hauts-de-Seine,Frankreich,FR,"28 RUE DE LA REDOUTE, 92260, Hauts-de-Seine, Frankreich",48.7946169,2.2755828,France
999.0,VALOCARB,n.v.,35 RUE LEONCE MOTELAY,33100,BORDEAUX,Gironde,Frankreich,FR,"35 RUE LEONCE MOTELAY, 33100, Gironde, Frankreich",44.843396,-0.561033,France
1000.0,VALVES2 AS,0,NORDRE NATTLANDSFJELLET 14,5098,BERGEN,Bergen,Norwegen,NO,"NORDRE NATTLANDSFJELLET 14, 5098, Bergen, Norwegen",60.3467921,5.3693253,Norway
1001.0,VAREGGA ENERGY AS,n.v.,LANGEDALEN 522,5268,HAUKELAND,Bergen,Norwegen,NO,"LANGEDALEN 522, 5268, Bergen, Norwegen",60.4127221,5.4487121,Norway
1002.0,VERDEMOBIL BIOH2,n.v.,10 RUE AUGUSTIN FRESNEL,85600,MONTAIGU VENDEE,Vendée,Frankreich,FR,"10 RUE AUGUSTIN FRESNEL, 85600, Vendée, Frankreich",46.9749204,-1.3367707,France
1003.0,VERDIPAPIRFONDET STOREBRAND RENEWABLE ENERGY,0,PROFESSOR KOHTS VEI 9,1366,LYSAKER,Bærum,Norwegen,NO,"PROFESSOR KOHTS VEI 9, 1366, Bærum, Norwegen",59.9115807,10.6305721,Norway
1004.0,VIKEN HYDROGEN AS,0,C/O AKERSHUS ENERGI AS BROGATA 7,2000,LILLESTRØM,Lillestrøm,Norwegen,NO,"C/O AKERSHUS ENERGI AS BROGATA 7, 2000, Lillestrøm, Norwegen",,,Norway
1005.0,WESTGASS INTERNASJONAL AS,n.v.,KIRKEGATA 13,4006,STAVANGER,Stavanger,Norwegen,NO,"KIRKEGATA 13, 4006, Stavanger, Norwegen",58.9709965,5.7324926,Norway
1006.0,YARA CLEAN AMMONIA AS,0,DRAMMENSVEIEN 131,0277,OSLO,Oslo,Norwegen,NO,"DRAMMENSVEIEN 131, 0277, Oslo, Norwegen",59.922149,10.687623,Norway
1007.0,YARA CLEAN AMMONIA HEGRA AS,0,DRAMMENSVEIEN 131,0277,OSLO,Oslo,Norwegen,NO,"DRAMMENSVEIEN 131, 0277, Oslo, Norwegen",59.922149,10.687623,Norway
1008.0,ZERO EMISSION CARRIERS AS,0,BISKOP GUNNERUS' GATE 14A,0185,OSLO,Oslo,Norwegen,NO,"BISKOP GUNNERUS' GATE 14A, 0185, Oslo, Norwegen",59.91164,10.754635,Norway
1009.0,GENVIA,n.v.,CHEMIN RURAL 53 MOUL ST P BOUJAN,34500,BEZIERS,Hérault,Frankreich,FR,"CHEMIN RURAL 53 MOUL ST P BOUJAN, 34500, Hérault, Frankreich",43.355068,3.281849,France
1010.0,CHRYSAOR NORTH SEA LIMITED,n.v.,23 LOWER BELGRAVE STREET,SW1W 0NR,LONDON,London SW1W,Vereinigtes Königreich,GB,"23 LOWER BELGRAVE STREET, SW1W 0NR, London SW1W, Vereinigtes Königreich",51.4956292,-0.1460347,United Kingdom
1011.0,"""GERMAN ASSOCIATION FOR GAS TECHNOLOGY"" E.V.",2,WEIßERDSTR.,65520,BAD CAMBERG,Limburg-Weilburg,Deutschland,DE,"WEIßERDSTR., 65520, Limburg-Weilburg, Deutschland",50.29946965,8.27128530323418,Germany
1012.0,"""INTERCHIM AUSTRIA"" INTERNATIONALER CHEMIEHANDEL GMBH",13,BRIXENTALERSTRAßE 67,6300,WÖRGL,Tirol,Österreich,AT,"BRIXENTALERSTRAßE 67, 6300, Tirol, Österreich",47.48784935,12.07863874886448,Austria
1013.0,A. EGGEN,4,RTE DE TRAMELAN 19,2610,ST-IMIER,Bern,Schweiz,CH,"RTE DE TRAMELAN 19, 2610, Bern, Schweiz",47.155573,7.004849,Switzerland
1014.0,A.I.H ALTERNATIVE INVESTMENT HANDELSGESELLSCHAFT HOLDING GMBH,2,MAX-EYTH-STR. 21,71088,HOLZGERLINGEN,Böblingen,Deutschland,DE,"MAX-EYTH-STR. 21, 71088, Böblingen, Deutschland",48.62944155,9.025275680403707,Germany
1015.0,ABL 2005 GMBH,1,ILSE-POHL-STR. 51,63303,DREIEICH,"Offenbach, Landkreis",Deutschland,DE,"ILSE-POHL-STR. 51, 63303, Offenbach, Landkreis, Deutschland",50.00343985,8.722900825761648,Germany
1016.0,ACCIONAPLUG SL.,n.v.,"AVENIDA GRAN VIA DE HORTALEZA, 1",28033,MADRID,Madrid,Spanien,ES,"AVENIDA GRAN VIA DE HORTALEZA, 1, 28033, Madrid, Spanien",40.4686982,-3.6577941,Spain
1017.0,ADIBELLI MY WAY - OUR WAY UG (HAFTUNGSBESCHRÄNKT),1,STUBENRAUCHSTR. 115,12357,BERLIN,Berlin,Deutschland,DE,"STUBENRAUCHSTR. 115, 12357, Berlin, Deutschland",52.4269855,13.4898344,Germany
1018.0,ADVANCED SOLAR APPLICATIONS TECHNOLOGY B.V.,n.v.,VOSBOERWEG 24,7556 BS,HENGELO OV,Hengelo,Niederlande,NL,"VOSBOERWEG 24, 7556 BS, Hengelo, Niederlande",52.283575,6.7724884,Netherlands
1019.0,ADVENT TECHNOLOGIES A/S,59,LYNGVEJ 8,9000,AALBORG,Aalborg,Dänemark,DK,"LYNGVEJ 8, 9000, Aalborg, Dänemark",57.025261,9.897156,Denmark
1020.0,AFEA ENERGY GMBH,1,AUF DEM GRASKAMP 22,58099,HAGEN,Hagen,Deutschland,DE,"AUF DEM GRASKAMP 22, 58099, Hagen, Deutschland",51.4109757,7.4756783,Germany
1021.0,AGRIVERSA PRO BOVES VERWALTUNG GMBH,1,HERMANN-ELFLEIN-STR. 17,14467,POTSDAM,Postdam,Deutschland,DE,"HERMANN-ELFLEIN-STR. 17, 14467, Postdam, Deutschland",52.39930785,13.049980018139731,Germany
1022.0,AIR LIQUIDE NEDERLAND B.V.,n.v.,WEENA 312 4E ETAGE TOR,3012 NJ,ROTTERDAM,Rotterdam,Niederlande,NL,"WEENA 312 4E ETAGE TOR, 3012 NJ, Rotterdam, Niederlande",51.9232371,4.473656,Netherlands
1023.0,AIR PRODUCTS GROUP LIMITED,n.v.,"HERSHAM PLACE TECHNOLOGY PARK, MOLESEY ROAD",KT12 4RZ,WALTON-ON-THAMES,Walton-On-Thames,Vereinigtes Königreich,GB,"HERSHAM PLACE TECHNOLOGY PARK, MOLESEY ROAD, KT12 4RZ, Walton-On-Thames, Vereinigtes Königreich",51.3676135,-0.3957073066885973,United Kingdom
1024.0,AKER CARBON CAPTURE SWEDEN AB,2,"C/O BDO MÄLARDALEN, BOX 6343",102 35,STOCKHOLM,Stockholm,Schweden,SE,"C/O BDO MÄLARDALEN, BOX 6343, 102 35, Stockholm, Schweden",,,Sweden
1025.0,ÅKRESÉK TEKNIK AB,2,"C/O SEBASTIAN SECO PON, ANNA LESSELSGATAN 6 B LGH 1101",417 16,GÖTEBORG,Västra Götaland,Schweden,SE,"C/O SEBASTIAN SECO PON, ANNA LESSELSGATAN 6 B LGH 1101, 417 16, Västra Götaland, Schweden",57.7207288,11.9235319,Sweden
1026.0,AKROS ENERGY GMBH,1,HANS-ADAM-ALLEE 1,18299,LAAGE,Mecklenburg-Vorpommern,Deutschland,DE,"HANS-ADAM-ALLEE 1, 18299, Mecklenburg-Vorpommern, Deutschland",53.9041266,12.28405422458594,Germany
1027.0,ALLOTHERME-ENERGIE 24 UG (HAFTUNGSBESCHRÄNKT),1,HOFGASSE 3,84539,AMPFING,Mühldorf,Deutschland,DE,"HOFGASSE 3, 84539, Mühldorf, Deutschland",48.2548432,12.414992550856326,Germany
1028.0,ALPENA ENERGY SOLUTIONS GMBH,1,LUDWIGSTR. 31 C,83435,BAD REICHENHALL,Berchtesgadener Land,Deutschland,DE,"LUDWIGSTR. 31 C, 83435, Berchtesgadener Land, Deutschland",47.725239,12.8798296,Germany
1029.0,ALPHA E-STREAM GMBH,1,WANDSBEKER ALLEE 77,22041,HAMBURG,"Hamburg, Freie und Hansestadt",Deutschland,DE,"WANDSBEKER ALLEE 77, 22041, Hamburg, Freie und Hansestadt, Deutschland",53.573986,10.070329,Germany
1030.0,ALTEREGO INNOVATION GMBH,5,PRIMOSCHGASSE 3,9020,KLAGENFURT AM WÖRTHERSEE,Kärnten,Österreich,AT,"PRIMOSCHGASSE 3, 9020, Kärnten, Österreich",46.6114166,14.32904854768761,Austria
1031.0,AMT GROUP B.V.,4,MEREL 3 A,5831 MS,BOXMEER,Noord-Brabant,Niederlande,NL,"MEREL 3 A, 5831 MS, Noord-Brabant, Niederlande",51.6385322,5.9469234,Netherlands
1032.0,AMT VENTUS OFFSHORE SL.,n.v.,"CALLE NAO SAN ANTONIO, 9 PISO 1 C",11540,SANLUCAR DE BARRAMEDA,Cádiz,Spanien,ES,"CALLE NAO SAN ANTONIO, 9 PISO 1 C, 11540, Cádiz, Spanien",36.778494,-6.360868,Spain
1033.0,ANGLO AMERICAN CAPITAL AUSTRALIA LIMITED,4,17 CHARTERHOUSE STREET,EC1N 6RA,LONDON,London EC1N,Vereinigtes Königreich,GB,"17 CHARTERHOUSE STREET, EC1N 6RA, London EC1N, Vereinigtes Königreich",51.520422,-0.100566,United Kingdom
1034.0,ANLAGENTECHNIK THIEL GMBH & CO. KG,8,KORNSTIEG 7,24537,NEUMÜNSTER,Neumünster,Deutschland,DE,"KORNSTIEG 7, 24537, Neumünster, Deutschland",54.0155935,10.015074244767444,Germany
1035.0,ANWENDERZENTRUM H2HERTEN GMBH,n.v.,HERNER STR. 21,45699,HERTEN,Recklinghausen,Deutschland,DE,"HERNER STR. 21, 45699, Recklinghausen, Deutschland",51.5827385,7.1500152,Germany
1036.0,AOS CONSULT UND INVEST GMBH,1,,,,"Offenbach, Landkreis",Deutschland,DE,"nan, nan, Offenbach, Landkreis, Deutschland",50.736636,7.0963418,Germany
1037.0,APEX AG,4,INDUSTRIESTRASSE 31,4658,DÄNIKEN SO,Solothurn,Schweiz,CH,"INDUSTRIESTRASSE 31, 4658, Solothurn, Schweiz",47.356845,7.972071,Switzerland
1038.0,AQUAVENTUS FÖRDERVEREIN E.V.,6,,,,Pinneberg,Deutschland,DE,"nan, nan, Pinneberg, Deutschland",,,Germany
1039.0,ARGO-ANLEG TANK SYSTEMS GMBH,2,AM SCHORNACKER 59,46485,WESEL,Wesel,Deutschland,DE,"AM SCHORNACKER 59, 46485, Wesel, Deutschland",51.6625,6.7042,Germany
1040.0,ARGOVIA HYDROGEN AG,4,GERMANENSTRASSE 10,4313,MÖHLIN,Aargau,Schweiz,CH,"GERMANENSTRASSE 10, 4313, Aargau, Schweiz",47.5753182,7.8378246,Switzerland
1041.0,ARKEMA INTERNATIONAL SA,1,"C/O VISCHER GENEVE SARL, RUE DU CLOÎTRE 4",1204,GENÈVE,Geneva,Schweiz,CH,"C/O VISCHER GENEVE SARL, RUE DU CLOÎTRE 4, 1204, Geneva, Schweiz",46.2015056,6.1484337,Switzerland
1042.0,ARMONIA GREEN GALICIA SL.,n.v.,"CALLE CARDENAL MARCELO SPINOLA, 4 1",28016,MADRID,Madrid,Spanien,ES,"CALLE CARDENAL MARCELO SPINOLA, 4 1, 28016, Madrid, Spanien",40.46664,-3.671313,Spain
1043.0,ASCO KOHLENSÄURE AG,160,INDUSTRIESTRASSE 2,8590,ROMANSHORN,Thurgau,Schweiz,CH,"INDUSTRIESTRASSE 2, 8590, Thurgau, Schweiz",47.557448,9.36955,Switzerland
1044.0,ASSOCIATION HYDROPÔLE,4,"C/O EPFL VALAIS/WALLIS ENERGYPOLIS, RUE DE L'INDUSTRIE 17",1950,SION,Valais,Schweiz,CH,"C/O EPFL VALAIS/WALLIS ENERGYPOLIS, RUE DE L'INDUSTRIE 17, 1950, Valais, Schweiz",46.2269862,7.361865022072019,Switzerland
1045.0,ATAWEY,n.v.,"17 AVENUE DU LAC LEMAN, AVENUE DU LAC D ANNECY",73370,LE BOURGET DU LAC,Savoie,Frankreich,FR,"17 AVENUE DU LAC LEMAN, AVENUE DU LAC D ANNECY, 73370, Savoie, Frankreich",45.644741,5.86792,France
1046.0,ATOME PLC,8,CARRWOOD PARK SELBY ROAD,LS15 4LG,LEEDS,Leeds,Vereinigtes Königreich,GB,"CARRWOOD PARK SELBY ROAD, LS15 4LG, Leeds, Vereinigtes Königreich",53.7869368,-1.403672873909986,United Kingdom
1047.0,ATOMICONE B.V.,n.v.,VLIEGVELDWEG 323,7524 PT,ENSCHEDE,Enschede,Niederlande,NL,"VLIEGVELDWEG 323, 7524 PT, Enschede, Niederlande",52.2642489,6.8935041,Netherlands
1048.0,AUTONEXT STAR SA,15,RUE VIGUET 1,1227,LES ACACIAS,Geneva,Schweiz,CH,"RUE VIGUET 1, 1227, Geneva, Schweiz",46.1921368,6.1293435,Switzerland
1049.0,AVANSURE UG (HAFTUNGSBESCHRÄNKT),1,,,TWISTRINGEN,Diepholz,Deutschland,DE,"nan, nan, Diepholz, Deutschland",,,Germany
1050.0,AXIOSUS ENERGY GMBH,2,FRANZ-EHRLICH-STR. 12,12489,BERLIN,Berlin,Deutschland,DE,"FRANZ-EHRLICH-STR. 12, 12489, Berlin, Deutschland",52.4331354,13.5402384,Germany
1051.0,A-Z SYSTEM AB,2,MOTIONSVÄGEN 7,921 37,LYCKSELE,Västerbotten,Schweden,SE,"MOTIONSVÄGEN 7, 921 37, Västerbotten, Schweden",64.5879353,18.6936643,Sweden
1052.0,AZURE ENERGY GMBH,2,SIEMENSSTR. 1,91126,REDNITZHEMBACH,Roth,Deutschland,DE,"SIEMENSSTR. 1, 91126, Roth, Deutschland",49.1818143,11.184933497408608,Germany
1053.0,BADISCHE RHEINGAS GMBH,11,WIESENWEG 4,79539,LÖRRACH,Lörrach,Deutschland,DE,"WIESENWEG 4, 79539, Lörrach, Deutschland",47.6122886,7.6545885,Germany
1054.0,BARRY HOWARD LLP,n.v.,"UNIT 9, BASSET COURT, LOAKE CLOSE",NN4 5EZ,NORTHAMPTON,Northampton,Vereinigtes Königreich,GB,"UNIT 9, BASSET COURT, LOAKE CLOSE, NN4 5EZ, Northampton, Vereinigtes Königreich",52.2705988,-0.899400158044051,United Kingdom
1055.0,BART ROSENDAAL BEHEER B.V.,n.v.,KLOOTSEMASTRAAT 26,7009 CG,DOETINCHEM,Doetinchem,Niederlande,NL,"KLOOTSEMASTRAAT 26, 7009 CG, Doetinchem, Niederlande",51.9859512,6.288568,Netherlands
1056.0,BASF DOW HPPO TECHNOLOGY B.V.,n.v.,HERBERT H. DOWWEG 5,4542 NM,HOEK,Terneuzen,Niederlande,NL,"HERBERT H. DOWWEG 5, 4542 NM, Terneuzen, Niederlande",51.3342969,3.7903194,Netherlands
1057.0,BASF FUEL CELL GMBH,n.v.,CARL-BOSCH-STR. 38,67063,LUDWIGSHAFEN,Ludwigshafen am Rhein,Deutschland,DE,"CARL-BOSCH-STR. 38, 67063, Ludwigshafen am Rhein, Deutschland",49.4157646,8.3919561,Germany
1058.0,BASF RENEWABLE ENERGY GMBH,5,BENCKISERPLATZ 1,67059,LUDWIGSHAFEN,Ludwigshafen am Rhein,Deutschland,DE,"BENCKISERPLATZ 1, 67059, Ludwigshafen am Rhein, Deutschland",49.4811431,8.441509250000005,Germany
1059.0,BASQUE HYDROGEN SOCIEDAD LIMITADA.,n.v.,"GRUPO SERANTES, 2 0 - EDIF. ENERGY INTELLIGEN",48500,ABANTO CIERVANA/ABANTO ZIERBENA,Vizcaya,Spanien,ES,"GRUPO SERANTES, 2 0 - EDIF. ENERGY INTELLIGEN, 48500, Vizcaya, Spanien",43.3059769,-3.0397722,Spain
1060.0,BATAROW SENSORIK GMBH,3,GEWERBEGEBIET 4,18276,LÜSSOW,Landkreis Rostock,Deutschland,DE,"GEWERBEGEBIET 4, 18276, Landkreis Rostock, Deutschland",53.84518025,12.174175290045635,Germany
1061.0,BAY OF BISCAY HYDROGEN SOCIEDAD LIMITADA.,n.v.,"BARRIO SAN MARTIN, 5 ED MUÑATONES",48550,MUSKIZ,Vizcaya,Spanien,ES,"BARRIO SAN MARTIN, 5 ED MUÑATONES, 48550, Vizcaya, Spanien",,,Spain
1062.0,BAYWA POWER LIQUIDS GMBH,2,ARABELLASTR. 4,81925,MÜNCHEN,"München, Landeshauptstadt",Deutschland,DE,"ARABELLASTR. 4, 81925, München, Landeshauptstadt, Deutschland",48.15298195,11.617359400188631,Germany
1063.0,BERGCHEMIE J. C. BRÖCKING & CO. GMBH,17,RUDOLFSTR. 14,42285,WUPPERTAL,Wuppertal,Deutschland,DE,"RUDOLFSTR. 14, 42285, Wuppertal, Deutschland",51.2677766,7.162915433691597,Germany
1064.0,BERKSHIRE GRIFFIN CAPITAL AG,1,"C/O CENTRALIS SWITZERLAND GMBH, BAHNHOFSTRASSE 10",6300,ZUG,Zug,Schweiz,CH,"C/O CENTRALIS SWITZERLAND GMBH, BAHNHOFSTRASSE 10, 6300, Zug, Schweiz",47.1684659,8.5158798,Switzerland
1065.0,BEYOND SCROLL SA,4,"BÂTIMENT C, EPFL INNOVATION PARK",1015,LAUSANNE,Vaud,Schweiz,CH,"BÂTIMENT C, EPFL INNOVATION PARK, 1015, Vaud, Schweiz",46.5169177,6.5612517,Switzerland
1066.0,BFL HYDROGEN OHG,3,MARK 1 G,96524,FÖRITZTAL,Sonneberg,Deutschland,DE,"MARK 1 G, 96524, Sonneberg, Deutschland",50.3235452,11.236788593510926,Germany
1067.0,BHYO GMBH,2,OSTRING 128,67069,LUDWIGSHAFEN,Ludwigshafen am Rhein,Deutschland,DE,"OSTRING 128, 67069, Ludwigshafen am Rhein, Deutschland",49.5284142,8.396864696003135,Germany
1068.0,BIH (LEVENSEAT) LIMITED,n.v.,"C/O EVERO ENERGY GROUP LIMITED, AUSTIN FRIARS",EC2N 2QQ,LONDON,London EC2N,Vereinigtes Königreich,GB,"C/O EVERO ENERGY GROUP LIMITED, AUSTIN FRIARS, EC2N 2QQ, London EC2N, Vereinigtes Königreich",48.9535103,11.3983259,United Kingdom
1069.0,BIOENERGIE AHLINTEL GMBH & CO. KG,1,AHLINTEL 26,48282,EMSDETTEN,Steinfurt,Deutschland,DE,"AHLINTEL 26, 48282, Steinfurt, Deutschland",52.1512532,7.4637262,Germany
1070.0,BIOGAS DUCHEROW GMBH,3,KARL-MARX-STR. 23,17398,DUCHEROW,Dahme-Spreewald,Deutschland,DE,"KARL-MARX-STR. 23, 17398, Dahme-Spreewald, Deutschland",53.672991,14.078847,Germany
1071.0,BIOGASANLAGE HAßLEBEN GMBH,2,STRAßE DER DSF,17268,BOITZENBURGER LAND,Uckermark,Deutschland,DE,"STRAßE DER DSF, 17268, Uckermark, Deutschland",53.22938,13.694863,Germany
1072.0,BIOGEM EXPRESS AG,1,ZÄHRINGERSTRASSE 26,8001,ZÜRICH,Zürich,Schweiz,CH,"ZÄHRINGERSTRASSE 26, 8001, Zürich, Schweiz",47.375298,8.544703,Switzerland
1073.0,BIOMONTAN PRODUKTIONS UND HANDELS GMBH,32,REGENSBURGER STRAßE 5,4470,ENNS,Oberösterreich,Österreich,AT,"REGENSBURGER STRAßE 5, 4470, Oberösterreich, Österreich",48.232188,14.49256,Austria
1074.0,BIONA GROUP AB,2,"C/O INGVAR GUNNAR JOACIM SAGER, UBBHULT MÖLNEBACKA 3",438 95,HÄLLINGSJÖ,Västernorrland,Schweden,SE,"C/O INGVAR GUNNAR JOACIM SAGER, UBBHULT MÖLNEBACKA 3, 438 95, Västernorrland, Schweden",,,Sweden
1075.0,BIONIC-TEC AG,1,WIPPLINGERSTRAßE,1010,WIEN,Wien,Österreich,AT,"WIPPLINGERSTRAßE, 1010, Wien, Österreich",48.21134,16.371692,Austria
1076.0,BITVISOR HOLDING GMBH,2,TECHNOLOGIEPARK 12,33100,PADERBORN,Paderborn,Deutschland,DE,"TECHNOLOGIEPARK 12, 33100, Paderborn, Deutschland",51.7010422,8.7637534,Germany
1077.0,BKO ENERGY TRADING GMBH,1,SASPOWER HAUPTSTR. 11,03044,COTTBUS,Cottbus,Deutschland,DE,"SASPOWER HAUPTSTR. 11, 03044, Cottbus, Deutschland",51.7878105,14.3531844,Germany
1078.0,BLUE FORCE ENERGY B.V.,n.v.,KOPERSLAGER 18,2631 RK,NOOTDORP,Pijnacker-Nootdorp,Niederlande,NL,"KOPERSLAGER 18, 2631 RK, Pijnacker-Nootdorp, Niederlande",52.0483775,4.4073495,Netherlands
1079.0,BLUE TOWER GMBH,1,DONCASTER-PLATZ 5,45699,HERTEN,Recklinghausen,Deutschland,DE,"DONCASTER-PLATZ 5, 45699, Recklinghausen, Deutschland",51.5726925,7.1487562,Germany
1080.0,BMR METALL- UND KABELRECYCLING GMBH,63,IN DER MUNA 12,15749,MITTENWALDE,Dahme-Spreewald,Deutschland,DE,"IN DER MUNA 12, 15749, Dahme-Spreewald, Deutschland",52.1658508,13.561435816365757,Germany
1081.0,BOC GASES IRELAND HOLDINGS LIMITED,n.v.,"JF KENNENDY DRIVE, BLUEBELL, DUBLIN 12, DUBLIN",,DUBLIN 12,Dublin,Irland,IE,"JF KENNENDY DRIVE, BLUEBELL, DUBLIN 12, DUBLIN, nan, Dublin, Irland",,,Ireland
1082.0,BOC HELEX,1,"FORGE, 43 CHURCH STREET WEST",GU21 6HT,WOKING,Woking,Vereinigtes Königreich,GB,"FORGE, 43 CHURCH STREET WEST, GU21 6HT, Woking, Vereinigtes Königreich",51.31803175,-0.5621470081842368,United Kingdom
1083.0,BOC KOREA HOLDINGS LIMITED,n.v.,"FORGE, 43 CHURCH STREET WEST",GU21 6HT,WOKING,Woking,Vereinigtes Königreich,GB,"FORGE, 43 CHURCH STREET WEST, GU21 6HT, Woking, Vereinigtes Königreich",51.31803175,-0.5621470081842368,United Kingdom
1084.0,BP ABERDEEN HYDROGEN ENERGY LIMITED,n.v.,"C/O JOHNSTON CARMICHAEL, BISHOP'S COURT",AB10 1YL,ABERDEEN,Aberdeen,Vereinigtes Königreich,GB,"C/O JOHNSTON CARMICHAEL, BISHOP'S COURT, AB10 1YL, Aberdeen, Vereinigtes Königreich",57.14382495,-2.12802321014168,United Kingdom
1085.0,BP CANADA INTERNATIONAL HOLDINGS B.V.,n.v.,D'ARCYWEG 76,3198 NA,EUROPOORT ROTTERDAM,Rotterdam,Niederlande,NL,"D'ARCYWEG 76, 3198 NA, Rotterdam, Niederlande",51.9395733,4.1036219,Netherlands
1086.0,BP LINGEN GREEN HYDROGEN VERWALTUNG GMBH,4,,,BERLIN,"Hamburg, Freie und Hansestadt",Deutschland,DE,"nan, nan, Hamburg, Freie und Hansestadt, Deutschland",53.5873576,10.0329539,Germany
1087.0,BP TECHNOLOGY VENTURES LIMITED,n.v.,CHERTSEY ROAD,TW16 7BP,SUNBURY-ON-THAMES,Sunbury-On-Thames,Vereinigtes Königreich,GB,"CHERTSEY ROAD, TW16 7BP, Sunbury-On-Thames, Vereinigtes Königreich",,,United Kingdom
1088.0,BRAINFLEET HYDROGEN SOLUTIONS GMBH,1,DUISBURGER STR. 6,10707,BERLIN,Berlin,Deutschland,DE,"DUISBURGER STR. 6, 10707, Berlin, Deutschland",52.4982473,13.3096572,Germany
1089.0,BRAINPOWER ENERGY GMBH,3,GUSTAV-HERTZ-STR. 9,91074,HERZOGENAURACH,Bayern,Deutschland,DE,"GUSTAV-HERTZ-STR. 9, 91074, Bayern, Deutschland",49.5782248,10.8799222,Germany
1090.0,BREMER WASSERSTOFF GMBH,2,AUF DEN DELBEN 35,28237,BREMEN,Bremen,Deutschland,DE,"AUF DEN DELBEN 35, 28237, Bremen, Deutschland",53.13881485,8.711613859905562,Germany
1091.0,BRENERGIE B.V.,4,DE RUN 4219,5503 LM,VELDHOVEN,Veldhoven,Niederlande,NL,"DE RUN 4219, 5503 LM, Veldhoven, Niederlande",51.410381,5.4286966,Netherlands
1092.0,BRIGH2 B.V.,n.v.,URMONDERBAAN 22,6167 RD,GELEEN,Sittard-Geleen,Niederlande,NL,"URMONDERBAAN 22, 6167 RD, Sittard-Geleen, Niederlande",50.9855769,5.7885588,Netherlands
1093.0,BRIGHT GREEN HYDROGEN LTD,n.v.,"MOULSDALE HOUSE, 24D MILTON ROAD EAST",EH15 2PP,EDINBURGH,Edinburgh,Vereinigtes Königreich,GB,"MOULSDALE HOUSE, 24D MILTON ROAD EAST, EH15 2PP, Edinburgh, Vereinigtes Königreich",55.9436992,-3.0984078,United Kingdom
1094.0,BRITANNIA LIFT SERVICES (U.K.) LIMITED,n.v.,"10TH FLOOR VANTAGE, GREAT WEST ROAD",TW8 9AG,BRENTFORD,Brentford,Vereinigtes Königreich,GB,"10TH FLOOR VANTAGE, GREAT WEST ROAD, TW8 9AG, Brentford, Vereinigtes Königreich",51.4874424,-0.3129875,United Kingdom
1095.0,BRUSH HMA B.V.,55,"SCHAARDIJK 372 5TH FLOOR, B",2909 LA,CAPELLE AAN DEN IJSSEL,Capelle Aan Den Ijssel,Niederlande,NL,"SCHAARDIJK 372 5TH FLOOR, B, 2909 LA, Capelle Aan Den Ijssel, Niederlande",51.9063606,4.5441931,Netherlands
1096.0,BUBNEY ENERGY CENTRE LIMITED,2,6TH FLOOR 338 EUSTON ROAD,NW1 3BG,LONDON,London NW1,Vereinigtes Königreich,GB,"6TH FLOOR 338 EUSTON ROAD, NW1 3BG, London NW1, Vereinigtes Königreich",51.5244652,-0.141496,United Kingdom
1097.0,BÜRGERSOLARPARK BUNDORF GMBH & CO. KG,2,SCHMIDHAMER STR. 22,83278,TRAUNSTEIN,Traunstein,Deutschland,DE,"SCHMIDHAMER STR. 22, 83278, Traunstein, Deutschland",47.8837229,12.6006845,Germany
1098.0,C.W. BUSSER PENSIOEN B.V.,n.v.,ADMIRAAL HELFRICHLAAN 3,2243 AG,WASSENAAR,Wassenaar,Niederlande,NL,"ADMIRAAL HELFRICHLAAN 3, 2243 AG, Wassenaar, Niederlande",52.1353889,4.3881452,Netherlands
